,publishedAt,authorDisplayName,textDisplay,likeCount,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized
541,2024-08-11T05:26:05Z,@diannadiafitriyani819,usah trending nih yukk gass lagi,1,"['usah', 'trending', 'nih', 'yukk', 'gass', 'lagi']",<FreqDist with 6 samples and 6 outcomes>,"['trending', 'nih', 'yukk', 'gass']","['trending', 'nih', 'yukk', 'gass']"
542,2024-08-11T05:23:29Z,@erakusumawati4178,siapapun tolong ajak sandy penelusuran pengen banget liat dia ngobrol sama setan keknya bisa lebih akrab gitu wkwkwk biar sekalian diwawancarai hantuquotnya,3,"['siapapun', 'tolong', 'ajak', 'sandy', 'penelusuran', 'pengen', 'banget', 'liat', 'dia', 'ngobrol', 'sama', 'setan', 'keknya', 'bisa', 'lebih', 'akrab', 'gitu', 'wkwkwk', 'biar', 'sekalian', 'diwawancarai', 'hantuquotnya']",<FreqDist with 22 samples and 22 outcomes>,"['tolong', 'ajak', 'sandy', 'penelusuran', 'pengen', 'liat', 'ngobrol', 'setan', 'keknya', 'akrab', 'gitu', 'wkwkwk', 'biar', 'diwawancarai', 'hantuquotnya']","['tolong', 'ajak', 'sandy', 'penelusuran', 'ingin', 'lihat', 'ngobrol', 'setan', 'keknya', 'akrab', 'gitu', nan, 'biar', 'diwawancarai', 'hantuquotnya']"
543,2024-08-11T05:22:23Z,@raizer3321,harusnya dikirim tuh fotonya,0,"['harusnya', 'dikirim', 'tuh', 'fotonya']",<FreqDist with 4 samples and 4 outcomes>,"['dikirim', 'tuh', 'fotonya']","['dikirim', 'itu', 'fotonya']"
544,2024-08-11T05:20:01Z,@ghabrielsagala1790,kak nessie kurang ajarr lucuu bangettt ama sandyyyyy cara ka nessy respon sandy is one of the best thing,2,"['kak', 'nessie', 'kurang', 'ajarr', 'lucuu', 'bangettt', 'ama', 'sandyyyyy', 'cara', 'ka', 'nessy', 'respon', 'sandy', 'is', 'one', 'of', 'the', 'best', 'thing']",<FreqDist with 19 samples and 19 outcomes>,"['kak', 'nessie', 'ajarr', 'lucuu', 'bangettt', 'ama', 'sandyyyyy', 'ka', 'nessy', 'respon', 'sandy', 'is', 'one', 'of', 'the', 'best', 'thing']","['kakak', 'nessie', 'ajarr', 'lucuu', 'bangettt', 'dengan', 'sandyyyyy', 'kakak', 'nessy', 'respon', 'sandy', 'is', 'one', 'of', 'the', 'best', 'thing']"
545,2024-08-11T05:10:20Z,@soleha2265,siapa yg di kampus sampai jam malam ngerjain tugas sampai di usir satpam karna kampus nya udh harus tutup kecuali yg berkepentingan wkwkwkkw,0,"['siapa', 'yg', 'di', 'kampus', 'sampai', 'jam', 'malam', 'ngerjain', 'tugas', 'sampai', 'di', 'usir', 'satpam', 'karna', 'kampus', 'nya', 'udh', 'harus', 'tutup', 'kecuali', 'yg', 'berkepentingan', 'wkwkwkkw']",<FreqDist with 19 samples and 23 outcomes>,"['kampus', 'jam', 'malam', 'ngerjain', 'tugas', 'usir', 'satpam', 'karna', 'kampus', 'udh', 'tutup', 'kecuali', 'berkepentingan', 'wkwkwkkw']","['kampus', 'jam', 'malam', 'ngerjain', 'tugas', 'usir', 'satpam', 'karna', 'kampus', 'sudah', 'tutup', 'kecuali', 'berkepentingan', 'wkwkwkkw']"
546,2024-08-11T05:09:29Z,@sarsas100,sandy lucu banget woiii,0,"['sandy', 'lucu', 'banget', 'woiii']",<FreqDist with 4 samples and 4 outcomes>,"['sandy', 'lucu', 'woiii']","['sandy', 'lucu', 'woiii']"
547,2024-08-11T04:59:54Z,@gracewang1805,ganygka sandy kesini durasinya mins pulaa kalo bkn dia sih gw auto sekip dluanbrkok gw cocok mulu sih am blio dr suka kpop trus sk ntn yg kasusquot horor nerror gokil seumur dy gee tau jg yabrtmn ka ness the riil aing maungbrsandy core masook sssh endfairy xdbrstuzuu no pic hoax pdhl kan bs bgt ya dkirim jg ckckbrbenerr hantu indo tu sgt kriyatip variasi sungguh beragam wkakakbrbrtau ada kuntilaki trus ko rada pervert ya jatonya,1,"['ganygka', 'sandy', 'kesini', 'durasinya', 'mins', 'pulaa', 'kalo', 'bkn', 'dia', 'sih', 'gw', 'auto', 'sekip', 'dluanbrkok', 'gw', 'cocok', 'mulu', 'sih', 'am', 'blio', 'dr', 'suka', 'kpop', 'trus', 'sk', 'ntn', 'yg', 'kasusquot', 'horor', 'nerror', 'gokil', 'seumur', 'dy', 'gee', 'tau', 'jg', 'yabrtmn', 'ka', 'ness', 'the', 'riil', 'aing', 'maungbrsandy', 'core', 'masook', 'sssh', 'endfairy', 'xdbrstuzuu', 'no', 'pic', 'hoax', 'pdhl', 'kan', 'bs', 'bgt', 'ya', 'dkirim', 'jg', 'ckckbrbenerr', 'hantu', 'indo', 'tu', 'sgt', 'kriyatip', 'variasi', 'sungguh', 'beragam', 'wkakakbrbrtau', 'ada', 'kuntilaki', 'trus', 'ko', 'rada', 'pervert', 'ya', 'jatonya']",<FreqDist with 71 samples and 76 outcomes>,"['ganygka', 'sandy', 'kesini', 'durasinya', 'mins', 'pulaa', 'kalo', 'bkn', 'sih', 'gw', 'auto', 'sekip', 'dluanbrkok', 'gw', 'cocok', 'mulu', 'sih', 'am', 'blio', 'dr', 'suka', 'kpop', 'trus', 'sk', 'ntn', 'kasusquot', 'horor', 'nerror', 'gokil', 'seumur', 'dy', 'gee', 'tau', 'jg', 'yabrtmn', 'ka', 'ness', 'the', 'riil', 'aing', 'maungbrsandy', 'core', 'masook', 'sssh', 'endfairy', 'xdbrstuzuu', 'no', 'pic', 'hoax', 'pdhl', 'bs', 'bgt', 'ya', 'dkirim', 'jg', 'ckckbrbenerr', 'hantu', 'indo', 'tu', 'sgt', 'kriyatip', 'variasi', 'sungguh', 'beragam', 'wkakakbrbrtau', 'kuntilaki', 'trus', 'ko', 'rada', 'pervert', 'ya', 'jatonya']","['ganygka', 'sandy', 'kesini', 'durasinya', 'mins', 'pulaa', 'jika', 'bkn', 'sih', 'aku', 'auto', 'sekip', 'dluanbrkok', 'aku', 'cocok', 'mulu', 'sih', 'am', 'blio', 'dr', 'suka', 'kpop', 'trus', 'sk', 'ntn', 'kasusquot', 'horor', 'nerror', 'gokil', 'seumur', 'dy', 'gee', 'tahu', 'juga', 'yabrtmn', 'kakak', 'nessie', 'the', 'riil', 'aing', 'maungbrsandy', 'core', 'masook', 'sssh', 'endfairy', 'xdbrstuzuu', 'no', 'pic', 'hoax', 'pdhl', 'bs', 'banget', 'ya', 'dkirim', 'juga', 'ckckbrbenerr', 'hantu', 'indo', 'itu', 'sgt', 'kriyatip', 'variasi', 'sungguh', 'beragam', 'wkakakbrbrtau', 'kuntilaki', 'trus', 'ko', 'rada', 'pervert', 'ya', 'jatonya']"
548,2024-08-11T04:51:39Z,@ai.diaa_03,di sekolah sma ku sering bgtt kesurupan massal setiap ada pohon yg ditebang pas mau bangun bangunan baru ngeri tp seruu liatnya walau kasian sih sbnrnya sm yg kesurupan,0,"['di', 'sekolah', 'sma', 'ku', 'sering', 'bgtt', 'kesurupan', 'massal', 'setiap', 'ada', 'pohon', 'yg', 'ditebang', 'pas', 'mau', 'bangun', 'bangunan', 'baru', 'ngeri', 'tp', 'seruu', 'liatnya', 'walau', 'kasian', 'sih', 'sbnrnya', 'sm', 'yg', 'kesurupan']",<FreqDist with 27 samples and 29 outcomes>,"['sekolah', 'sma', 'ku', 'bgtt', 'kesurupan', 'massal', 'pohon', 'ditebang', 'bangun', 'bangunan', 'ngeri', 'tp', 'seruu', 'liatnya', 'kasian', 'sih', 'sbnrnya', 'sm', 'kesurupan']","['sekolah', 'dengan', 'aku', 'banget', 'kesurupan', 'masal', 'pohon', 'ditebang', 'bangun', 'bangunan', 'ngeri', 'tapi', 'seruu', 'liatnya', 'kasian', 'sih', 'sbnrnya', 'sm', 'kesurupan']"
549,2024-08-11T04:51:55Z,@ai.diaa_03,auto pulang awal dah tuh,0,"['auto', 'pulang', 'awal', 'dah', 'tuh']",<FreqDist with 5 samples and 5 outcomes>,"['auto', 'pulang', 'dah', 'tuh']","['auto', 'pulang', 'dah', 'itu']"
550,2024-08-11T04:51:37Z,@Chyilee23,capek banget sih sandy,0,"['capek', 'banget', 'sih', 'sandy']",<FreqDist with 4 samples and 4 outcomes>,"['capek', 'sih', 'sandy']","['capek', 'sih', 'sandy']"
551,2024-08-11T04:49:44Z,@lokisonsofodin,wah gila langsung trending,0,"['wah', 'gila', 'langsung', 'trending']",<FreqDist with 4 samples and 4 outcomes>,"['gila', 'langsung', 'trending']","['gila', 'langsung', 'trending']"
552,2024-08-11T05:02:14Z,@royalT-ara,trending berapa,0,"['trending', 'berapa']",<FreqDist with 2 samples and 2 outcomes>,['trending'],['trending']
553,2024-08-11T04:49:35Z,@lestavicky9556,sandddyyyy,0,['sandddyyyy'],<FreqDist with 1 samples and 1 outcomes>,['sandddyyyy'],['sandddyyyy']
554,2024-08-11T04:49:08Z,@NurAisyah-wi3cz,gua pernah lembur di hari sabtu cuma berdua doang karna emang deadline bgt wkwkwkwwk bener kaya uji nyali di ganggunya bener gak wajar bgt cok tapi dibanding setan lebih serem bos gue dan lebih serem ekonomi gue sih kalo udah ganggu banget ya lebih ngamuk gue quotberisik lo anjenk kalo gak bantuin diem deh sialanquot and gilaknya its work,1,"['gua', 'pernah', 'lembur', 'di', 'hari', 'sabtu', 'cuma', 'berdua', 'doang', 'karna', 'emang', 'deadline', 'bgt', 'wkwkwkwwk', 'bener', 'kaya', 'uji', 'nyali', 'di', 'ganggunya', 'bener', 'gak', 'wajar', 'bgt', 'cok', 'tapi', 'dibanding', 'setan', 'lebih', 'serem', 'bos', 'gue', 'dan', 'lebih', 'serem', 'ekonomi', 'gue', 'sih', 'kalo', 'udah', 'ganggu', 'banget', 'ya', 'lebih', 'ngamuk', 'gue', 'quotberisik', 'lo', 'anjenk', 'kalo', 'gak', 'bantuin', 'diem', 'deh', 'sialanquot', 'and', 'gilaknya', 'its', 'work']",<FreqDist with 49 samples and 59 outcomes>,"['gua', 'lembur', 'sabtu', 'berdua', 'doang', 'karna', 'emang', 'deadline', 'bgt', 'wkwkwkwwk', 'bener', 'kaya', 'uji', 'nyali', 'ganggunya', 'bener', 'gak', 'wajar', 'bgt', 'cok', 'dibanding', 'setan', 'serem', 'bos', 'gue', 'serem', 'ekonomi', 'gue', 'sih', 'kalo', 'udah', 'ganggu', 'ya', 'ngamuk', 'gue', 'quotberisik', 'lo', 'anjenk', 'kalo', 'gak', 'bantuin', 'diem', 'deh', 'sialanquot', 'and', 'gilaknya', 'its', 'work']","['gua', 'lembur', 'sabtu', 'berdua', 'doang', 'karna', 'emang', 'deadline', 'banget', 'wkwkwkwwk', 'bener', 'seperti', 'uji', 'nyali', 'ganggunya', 'bener', 'tidak', 'wajar', 'banget', 'cok', 'dibanding', 'setan', 'serem', 'bos', 'gue', 'serem', 'ekonomi', 'gue', 'sih', 'jika', 'udah', 'ganggu', 'ya', 'ngamuk', 'gue', 'quotberisik', 'lo', 'anjenk', 'jika', 'tidak', 'bantuin', 'diem', 'deh', 'sialanquot', 'and', 'gilaknya', 'its', 'work']"
555,2024-08-11T04:47:20Z,@yueawatef3597,jadi gak serem,0,"['jadi', 'gak', 'serem']",<FreqDist with 3 samples and 3 outcomes>,"['gak', 'serem']","['tidak', 'serem']"
556,2024-08-11T04:36:07Z,@ErniNurIntan,sand ini channel horor lo,0,"['sand', 'ini', 'channel', 'horor', 'lo']",<FreqDist with 5 samples and 5 outcomes>,"['sand', 'channel', 'horor', 'lo']","['sandy', 'channel', 'horor', 'lo']"
557,2024-08-11T04:34:27Z,@akukamusatu8947,sandy coc ruang guru kocak sekali kunti laki ceunah,0,"['sandy', 'coc', 'ruang', 'guru', 'kocak', 'sekali', 'kunti', 'laki', 'ceunah']",<FreqDist with 9 samples and 9 outcomes>,"['sandy', 'coc', 'ruang', 'guru', 'kocak', 'kunti', 'laki', 'ceunah']","['sandy', 'coc', 'ruang', 'guru', 'kocak', 'kuntilanak', 'laki', 'ceunah']"
558,2024-08-11T04:32:19Z,@user-op2qk8or7g,aku pernah nih ka ngalamin kaya di part dalam lift di surabaya di ruko deket pakuwon kebetulan di ruko itu ada liftnya lantai ceritanya jam malam aku lagi santai di lantai aku turun pakai lift itu jam an malam aman aman aja tapi ketika udah jam tiba tiba lift turun sendiri dari lantai ke lantai dan terbuka tapi ga ada siapa siapa dan terus liftnya ketutup lagi dan naik ke lantai sumpah ini aku ngefreeze sampe adzan subuh baru bisa gerak dan di tegur team aku,1,"['aku', 'pernah', 'nih', 'ka', 'ngalamin', 'kaya', 'di', 'part', 'dalam', 'lift', 'di', 'surabaya', 'di', 'ruko', 'deket', 'pakuwon', 'kebetulan', 'di', 'ruko', 'itu', 'ada', 'liftnya', 'lantai', 'ceritanya', 'jam', 'malam', 'aku', 'lagi', 'santai', 'di', 'lantai', 'aku', 'turun', 'pakai', 'lift', 'itu', 'jam', 'an', 'malam', 'aman', 'aman', 'aja', 'tapi', 'ketika', 'udah', 'jam', 'tiba', 'tiba', 'lift', 'turun', 'sendiri', 'dari', 'lantai', 'ke', 'lantai', 'dan', 'terbuka', 'tapi', 'ga', 'ada', 'siapa', 'siapa', 'dan', 'terus', 'liftnya', 'ketutup', 'lagi', 'dan', 'naik', 'ke', 'lantai', 'sumpah', 'ini', 'aku', 'ngefreeze', 'sampe', 'adzan', 'subuh', 'baru', 'bisa', 'gerak', 'dan', 'di', 'tegur', 'team', 'aku']",<FreqDist with 54 samples and 86 outcomes>,"['nih', 'ka', 'ngalamin', 'kaya', 'part', 'lift', 'surabaya', 'ruko', 'deket', 'pakuwon', 'ruko', 'liftnya', 'lantai', 'ceritanya', 'jam', 'malam', 'santai', 'lantai', 'turun', 'pakai', 'lift', 'jam', 'an', 'malam', 'aman', 'aman', 'aja', 'udah', 'jam', 'lift', 'turun', 'lantai', 'lantai', 'terbuka', 'liftnya', 'ketutup', 'lantai', 'sumpah', 'ngefreeze', 'sampe', 'adzan', 'subuh', 'gerak', 'tegur', 'team']","['nih', 'kakak', 'ngalamin', 'seperti', 'part', 'lift', 'surabaya', 'ruko', 'deket', 'pakuwon', 'ruko', 'liftnya', 'lantai', 'ceritanya', 'jam', 'malam', 'santai', 'lantai', 'turun', 'pakai', 'lift', 'jam', 'an', 'malam', 'aman', 'aman', 'aja', 'udah', 'jam', 'lift', 'turun', 'lantai', 'lantai', 'terbuka', 'liftnya', 'ketutup', 'lantai', 'sumpah', 'ngefreeze', 'sampe', 'adzan', 'subuh', 'gerak', 'tegur', 'team']"
559,2024-08-11T04:29:53Z,@chalisthaharis,sandy cute bgt hhhh,0,"['sandy', 'cute', 'bgt', 'hhhh']",<FreqDist with 4 samples and 4 outcomes>,"['sandy', 'cute', 'bgt', 'hhhh']","['sandy', 'cute', 'banget', 'hhhh']"
560,2024-08-11T04:29:18Z,@Ica_caineeee,kamu dah tau ya iya udah punten mau pulang,0,"['kamu', 'dah', 'tau', 'ya', 'iya', 'udah', 'punten', 'mau', 'pulang']",<FreqDist with 9 samples and 9 outcomes>,"['dah', 'tau', 'ya', 'iya', 'udah', 'punten', 'pulang']","['dah', 'tahu', 'ya', 'iya', 'udah', 'punten', 'pulang']"
561,2024-08-11T04:28:32Z,@zaramuriza4021,kak ness aku juga punya pengalaman di kampus waktu itu udah jam sore kelas terakhir di gedung kuliah umum aku dan temenku orang terakhir yang keluar dari gedung itubrpas udah di parkiran aku baru sadar kunci motor tinggal di lantai akhirnya aku ajak temenku naik ke atas buat ambil kunci lagi pas di kelas aku dan temenku kageeeeet bgt soalnya semua kursi dan meja di dalam kelas itu udah ditumpuk bentuk piramida padahal itu waktunya singkat bgt antara aku turun dan balik lagi ke atas jadi gk mungkin bentukannya bisa begitu lagian siapasih yg iseng bgt numpukin kursi dan meja begitu dan kalau misalpun itu kerjaan manusia pasti berisik gak sih pas mindah mindahin meja dan kursi ke tengah di tumpukin gitu ini gak ada bunyi berisik apapun loo kak brdan yang paling kagetnya kunci motorku bukan lagi di mejaku tp di meja dosenku yang gak ikut ditumpuk,0,"['kak', 'ness', 'aku', 'juga', 'punya', 'pengalaman', 'di', 'kampus', 'waktu', 'itu', 'udah', 'jam', 'sore', 'kelas', 'terakhir', 'di', 'gedung', 'kuliah', 'umum', 'aku', 'dan', 'temenku', 'orang', 'terakhir', 'yang', 'keluar', 'dari', 'gedung', 'itubrpas', 'udah', 'di', 'parkiran', 'aku', 'baru', 'sadar', 'kunci', 'motor', 'tinggal', 'di', 'lantai', 'akhirnya', 'aku', 'ajak', 'temenku', 'naik', 'ke', 'atas', 'buat', 'ambil', 'kunci', 'lagi', 'pas', 'di', 'kelas', 'aku', 'dan', 'temenku', 'kageeeeet', 'bgt', 'soalnya', 'semua', 'kursi', 'dan', 'meja', 'di', 'dalam', 'kelas', 'itu', 'udah', 'ditumpuk', 'bentuk', 'piramida', 'padahal', 'itu', 'waktunya', 'singkat', 'bgt', 'antara', 'aku', 'turun', 'dan', 'balik', 'lagi', 'ke', 'atas', 'jadi', 'gk', 'mungkin', 'bentukannya', 'bisa', 'begitu', 'lagian', 'siapasih', 'yg', 'iseng', 'bgt', 'numpukin', 'kursi', 'dan', 'meja', 'begitu', 'dan', 'kalau', 'misalpun', 'itu', 'kerjaan', 'manusia', 'pasti', 'berisik', 'gak', 'sih', 'pas', 'mindah', 'mindahin', 'meja', 'dan', 'kursi', 'ke', 'tengah', 'di', 'tumpukin', 'gitu', 'ini', 'gak', 'ada', 'bunyi', 'berisik', 'apapun', 'loo', 'kak', 'brdan', 'yang', 'paling', 'kagetnya', 'kunci', 'motorku', 'bukan', 'lagi', 'di', 'mejaku', 'tp', 'di', 'meja', 'dosenku', 'yang', 'gak', 'ikut', 'ditumpuk']",<FreqDist with 95 samples and 148 outcomes>,"['kak', 'ness', 'pengalaman', 'kampus', 'udah', 'jam', 'sore', 'kelas', 'gedung', 'kuliah', 'temenku', 'orang', 'gedung', 'itubrpas', 'udah', 'parkiran', 'sadar', 'kunci', 'motor', 'tinggal', 'lantai', 'ajak', 'temenku', 'ambil', 'kunci', 'kelas', 'temenku', 'kageeeeet', 'bgt', 'kursi', 'meja', 'kelas', 'udah', 'ditumpuk', 'bentuk', 'piramida', 'singkat', 'bgt', 'turun', 'gk', 'bentukannya', 'siapasih', 'iseng', 'bgt', 'numpukin', 'kursi', 'meja', 'misalpun', 'kerjaan', 'manusia', 'berisik', 'gak', 'sih', 'mindah', 'mindahin', 'meja', 'kursi', 'tumpukin', 'gitu', 'gak', 'bunyi', 'berisik', 'apapun', 'loo', 'kak', 'brdan', 'kagetnya', 'kunci', 'motorku', 'mejaku', 'tp', 'meja', 'dosenku', 'gak', 'ditumpuk']","['kakak', 'nessie', 'pengalaman', 'kampus', 'udah', 'jam', 'sore', 'kelas', 'gedung', 'kuliah', 'temenku', 'orang', 'gedung', 'itubrpas', 'udah', 'parkiran', 'sadar', 'kunci', 'motor', 'tinggal', 'lantai', 'ajak', 'temenku', 'ambil', 'kunci', 'kelas', 'temenku', 'kageeeeet', 'banget', 'kursi', 'meja', 'kelas', 'udah', 'ditumpuk', 'bentuk', 'piramida', 'singkat', 'banget', 'turun', 'tidak', 'bentukannya', 'siapasih', 'iseng', 'banget', 'numpukin', 'kursi', 'meja', 'misalpun', 'kerjaan', 'manusia', 'berisik', 'tidak', 'sih', 'mindah', 'mindahin', 'meja', 'kursi', 'tumpukin', 'gitu', 'tidak', 'bunyi', 'berisik', 'apapun', 'loo', 'kakak', 'brdan', 'kagetnya', 'kunci', 'motorku', 'mejaku', 'tapi', 'meja', 'dosenku', 'tidak', 'ditumpuk']"
562,2024-08-11T04:27:22Z,@wahyunimiftanurjanah6737,hay kak nesi aku juga punya cerita tpi ini cuma pendek aja si cerita nya braku pernahh lagi vidcall kan itu posisi nya emg mlm tpi gk terlalu malam sih braku sempet pap pas vidcall itu pas pagi nya aku liat ternyata  belakang aku ad penampakan brntr aku kirim  dm ig ya kak penampakan nya karna aku masih simpej sampej sekrng,0,"['hay', 'kak', 'nesi', 'aku', 'juga', 'punya', 'cerita', 'tpi', 'ini', 'cuma', 'pendek', 'aja', 'si', 'cerita', 'nya', 'braku', 'pernahh', 'lagi', 'vidcall', 'kan', 'itu', 'posisi', 'nya', 'emg', 'mlm', 'tpi', 'gk', 'terlalu', 'malam', 'sih', 'braku', 'sempet', 'pap', 'pas', 'vidcall', 'itu', 'pas', 'pagi', 'nya', 'aku', 'liat', 'ternyata', 'belakang', 'aku', 'ad', 'penampakan', 'brntr', 'aku', 'kirim', 'dm', 'ig', 'ya', 'kak', 'penampakan', 'nya', 'karna', 'aku', 'masih', 'simpej', 'sampej', 'sekrng']",<FreqDist with 46 samples and 61 outcomes>,"['hay', 'kak', 'nesi', 'cerita', 'tpi', 'pendek', 'aja', 'si', 'cerita', 'braku', 'pernahh', 'vidcall', 'posisi', 'emg', 'mlm', 'tpi', 'gk', 'malam', 'sih', 'braku', 'sempet', 'pap', 'vidcall', 'pagi', 'liat', 'ad', 'penampakan', 'brntr', 'kirim', 'dm', 'ig', 'ya', 'kak', 'penampakan', 'karna', 'simpej', 'sampej', 'sekrng']","['hay', 'kakak', 'nesi', 'cerita', 'tpi', 'pendek', 'aja', 'si', 'cerita', 'braku', 'pernahh', 'vidcall', 'posisi', 'emg', 'mlm', 'tpi', 'tidak', 'malam', 'sih', 'braku', 'sempet', 'pap', 'vidcall', 'pagi', 'lihat', 'ada', 'penampakan', 'brntr', 'kirim', 'dm', 'ig', 'ya', 'kakak', 'penampakan', 'karna', 'simpej', 'sampej', 'sekrng']"
563,2024-08-11T04:27:54Z,@wahyunimiftanurjanah6737,gak serem kok karna menurut aku penampakan nya setan nya ganteng idung nya mancung,0,"['gak', 'serem', 'kok', 'karna', 'menurut', 'aku', 'penampakan', 'nya', 'setan', 'nya', 'ganteng', 'idung', 'nya', 'mancung']",<FreqDist with 12 samples and 14 outcomes>,"['gak', 'serem', 'karna', 'penampakan', 'setan', 'ganteng', 'idung', 'mancung']","['tidak', 'serem', 'karna', 'penampakan', 'setan', 'ganteng', 'idung', 'mancung']"
564,2024-08-11T04:27:01Z,@indahhandini9824,fans axel hadir,0,"['fans', 'axel', 'hadir']",<FreqDist with 3 samples and 3 outcomes>,"['fans', 'axel', 'hadir']","['fans', 'axel', 'hadir']"
565,2024-08-11T04:25:33Z,@kuniizzatalmillatijiang2840,kuntilanak cowok namanya kuntilanang,0,"['kuntilanak', 'cowok', 'namanya', 'kuntilanang']",<FreqDist with 4 samples and 4 outcomes>,"['kuntilanak', 'cowok', 'namanya', 'kuntilanang']","['kuntilanak', 'cowok', 'namanya', 'kuntilanang']"
566,2024-08-11T04:22:35Z,@yesikafitriani7111,sandy coba penelusuran bareng kak sara wijayanto,0,"['sandy', 'coba', 'penelusuran', 'bareng', 'kak', 'sara', 'wijayanto']",<FreqDist with 7 samples and 7 outcomes>,"['sandy', 'coba', 'penelusuran', 'bareng', 'kak', 'sara', 'wijayanto']","['sandy', 'coba', 'penelusuran', 'bareng', 'kakak', 'sara', 'wijayanto']"
567,2024-08-11T04:17:45Z,@vaniaherdiyanti9172,kak nes bahas an seyoung,0,"['kak', 'nes', 'bahas', 'an', 'seyoung']",<FreqDist with 5 samples and 5 outcomes>,"['kak', 'nes', 'bahas', 'an', 'seyoung']","['kakak', 'nessie', 'bahas', 'an', 'seyoung']"
568,2024-08-11T04:15:28Z,@mawarberdarah3066,seunur hidup baru denger kunti cowok mas mas ini kocak juga,0,"['seunur', 'hidup', 'baru', 'denger', 'kunti', 'cowok', 'mas', 'mas', 'ini', 'kocak', 'juga']",<FreqDist with 10 samples and 11 outcomes>,"['seunur', 'hidup', 'denger', 'kunti', 'cowok', 'mas', 'mas', 'kocak']","['seunur', 'hidup', 'dengar', 'kuntilanak', 'cowok', 'mas', 'mas', 'kocak']"
569,2024-08-11T04:10:10Z,@ivonyrosaaprilia334,ugh,0,['ugh'],<FreqDist with 1 samples and 1 outcomes>,['ugh'],['ugh']
570,2024-08-11T04:08:49Z,@kisekizizi3771,baru tau awak ada yang namanya kuntillaki baru denger sumpah,0,"['baru', 'tau', 'awak', 'ada', 'yang', 'namanya', 'kuntillaki', 'baru', 'denger', 'sumpah']",<FreqDist with 9 samples and 10 outcomes>,"['tau', 'awak', 'namanya', 'kuntillaki', 'denger', 'sumpah']","['tahu', 'awak', 'namanya', 'kuntillaki', 'dengar', 'sumpah']"
571,2024-08-11T04:08:08Z,@mr.lala_5712,sannn collab sama teh risa jurnal risa gak siiihhh dibukain mata batinnya bentar,0,"['sannn', 'collab', 'sama', 'teh', 'risa', 'jurnal', 'risa', 'gak', 'siiihhh', 'dibukain', 'mata', 'batinnya', 'bentar']",<FreqDist with 12 samples and 13 outcomes>,"['sannn', 'collab', 'teh', 'risa', 'jurnal', 'risa', 'gak', 'siiihhh', 'dibukain', 'mata', 'batinnya', 'bentar']","['sannn', 'collab', 'teh', 'risa', 'jurnal', 'risa', 'tidak', 'siiihhh', 'dibukain', 'mata', 'batinnya', 'bentar']"
